Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	22.868720851	24.555811716	53.297	263.044	0050.DSG_RAWD_HMS_22_ 0_ 0__DMY_18_ 1_11.wav	1.6871	1.1594	9	2	2	2	
2	Spectrogram 1	1	152.606734735	154.688466738	49.858	302.587	0698.DSG_RAWD_HMS_10_ 0_ 0__DMY_23_ 1_11.wav	2.0817	0.3703	9	2	2	2	
3	Spectrogram 1	1	200.466368868	202.670890924	48.139	328.376	0862.DSG_RAWD_HMS_13_20_ 0__DMY_24_ 1_11.wav	2.2045	4.8114	9	1	2	2	
5	Spectrogram 1	1	315.115098823	320.375255879	60.174	349.007	1206.DSG_RAWD_HMS_22_40_ 0__DMY_26_ 1_11.wav	5.2602	0.0590	19	3	1	2	
6	Spectrogram 1	1	371.424741215	372.945582380	49.858	273.360	1278.DSG_RAWD_HMS_10_40_ 0__DMY_27_ 1_11.wav	1.5208	2.0955	9	2	2	2	
7	Spectrogram 1	1	392.835163625	394.463058319	48.139	201.152	1322.DSG_RAWD_HMS_18_ 0_ 0__DMY_27_ 1_11.wav	1.6279	1.7966	9	3	2	2	
8	Spectrogram 1	1	424.308767605	427.894604113	42.981	324.937	1427.DSG_RAWD_HMS_11_30_ 0__DMY_28_ 1_11.wav	3.5858	0.7063	19	3	2	2	
9	Spectrogram 1	1	486.680145722	488.982336476	27.508	254.448	1600.DSG_RAWD_HMS_16_20_ 0__DMY_29_ 1_11.wav	2.3022	8.5331	10	2	1	2	
10	Spectrogram 1	1	551.088595980	553.216378344	36.104	245.852	1848.DSG_RAWD_HMS_ 9_40_ 0__DMY_31_ 1_11.wav	2.1278	7.5423	9	2	2	2	
11	Spectrogram 1	1	641.642592533	648.116631987	56.735	287.114	2362.DSG_RAWD_HMS_23_20_ 0__DMY_ 3_ 2_11.wav	6.4740	0.4045	17	3	2	2	
12	Spectrogram 1	1	699.186968510	700.889194402	53.297	225.221	2448.DSG_RAWD_HMS_13_40_ 0__DMY_ 4_ 2_11.wav	1.7022	3.6756	9	3	2	2	
13	Spectrogram 1	1	756.103084531	756.228658572	1.719	130.663	2657.DSG_RAWD_HMS_ 0_30_ 0__DMY_ 6_ 2_11.wav	0.1256	6.0472	3	2	2	2	
14	Spectrogram 1	1	798.997918455	803.197672497	48.139	247.571	3132.DSG_RAWD_HMS_ 7_40_ 0__DMY_ 9_ 2_11.wav	4.1998	5.5235	17	3	2	2	
15	Spectrogram 1	1	867.040746399	868.875522667	60.174	331.814	3440.DSG_RAWD_HMS_11_ 0_ 0__DMY_11_ 2_11.wav	1.8348	8.1670	9	1	2	2	
16	Spectrogram 1	1	891.470329483	898.760600205	36.197	280.961	4008.DSG_RAWD_HMS_ 9_40_ 0__DMY_15_ 2_11.wav	7.2903	0.0327	19	2	1	2	
17	Spectrogram 1	1	1012.355636834	1012.481210875	8.618	256.829	4639.DSG_RAWD_HMS_18_50_ 0__DMY_19_ 2_11.wav	0.1256	1.2455	3	1	2	2	
18	Spectrogram 1	1	1042.191553990	1043.649608134	34.474	374.040	4772.DSG_RAWD_HMS_17_ 0_ 0__DMY_20_ 2_11.wav	1.4581	9.3721	9	2	1	2	
19	Spectrogram 1	1	1215.723677317	1217.335210845	60.329	275.790	5521.DSG_RAWD_HMS_21_50_ 0__DMY_25_ 2_11.wav	1.6115	8.6872	9	3	2	2	
20	Spectrogram 1	1	1382.203443121	1383.801023978	41.368	274.066	6189.DSG_RAWD_HMS_13_10_ 0__DMY_ 2_ 3_11.wav	1.5976	1.2213	9	2	2	2	
21	Spectrogram 1	1	1752.267581536	1753.865162393	46.540	311.987	7783.DSG_RAWD_HMS_15_50_ 0__DMY_13_ 3_11.wav	1.5976	0.8707	9	1	2	2	
22	Spectrogram 1	1	1900.017104424	1901.440276891	41.368	280.961	8537.DSG_RAWD_HMS_21_30_ 0__DMY_18_ 3_11.wav	1.4232	7.5099	9	1	2	2	
23	Spectrogram 1	1	1937.156701586	1945.353895938	22.408	339.566	8672.DSG_RAWD_HMS_20_ 0_ 0__DMY_19_ 3_11.wav	8.1972	1.2309	19	3	2	2	
24	Spectrogram 1	1	1975.635972541	1977.373080110	49.987	396.448	8961.DSG_RAWD_HMS_20_10_ 0__DMY_21_ 3_11.wav	1.7371	7.1462	9	2	2	2	
25	Spectrogram 1	1	2048.903443986	2050.326616452	36.197	239.592	9262.DSG_RAWD_HMS_22_20_ 0__DMY_23_ 3_11.wav	1.4232	4.4312	9	1	2	2	
