Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	49.211390683	50.970036151	68.770	252.729	0181.DSG_RAWD_HMS_10_ 0_ 0__DMY_30_ 3_11.wav	1.7586	5.7928	9	2	2	2	
2	Spectrogram 1	1	395.223401832	398.548491079	53.297	371.357	1975.DSG_RAWD_HMS_21_ 0_ 0__DMY_11_ 4_11.wav	3.3251	4.1848	17	2	2	2	
3	Spectrogram 1	1	421.433863322	423.845994538	53.297	345.568	2091.DSG_RAWD_HMS_16_20_ 0__DMY_12_ 4_11.wav	2.4121	8.4147	17	3	1	2	
4	Spectrogram 1	1	580.277526850	581.767089952	55.016	242.413	3038.DSG_RAWD_HMS_ 6_10_ 0__DMY_19_ 4_11.wav	1.4896	4.4387	9	2	2	2	
5	Spectrogram 1	1	996.296183557	999.159988746	29.227	464.196	4409.DSG_RAWD_HMS_18_40_ 0__DMY_28_ 4_11.wav	2.8638	7.9809	17	1	1	2	
6	Spectrogram 1	1	1337.960035743	1340.929551862	44.700	484.827	6022.DSG_RAWD_HMS_23_30_ 0__DMY_ 9_ 5_11.wav	2.9695	1.7533	17	1	2	2	
7	Spectrogram 1	1	1391.860699435	1393.446363382	63.612	245.852	6158.DSG_RAWD_HMS_22_10_ 0__DMY_10_ 5_11.wav	1.5857	1.3807	9	2	2	2	
8	Spectrogram 1	1	1510.920005098	1512.851632088	22.350	336.972	6818.DSG_RAWD_HMS_12_10_ 0__DMY_15_ 5_11.wav	1.9316	1.0390	17	3	2	2	
9	Spectrogram 1	1	1555.043088079	1558.118315128	37.823	144.417	6916.DSG_RAWD_HMS_ 4_30_ 0__DMY_16_ 5_11.wav	3.0752	1.7435	2	2	2	2	
10	Spectrogram 1	1	1672.997514295	1675.976640499	39.543	163.328	7703.DSG_RAWD_HMS_15_40_ 0__DMY_21_ 5_11.wav	2.9791	0.0254	2	2	1	2	
11	Spectrogram 1	1	1879.260215733	1890.033120489	17.192	130.663	8436.DSG_RAWD_HMS_17_50_ 0__DMY_26_ 5_11.wav	10.7729	0.0500	6	2	1	1	
12	Spectrogram 1	1	1893.838105833	1900.891907876	27.508	259.606	8649.DSG_RAWD_HMS_ 5_20_ 0__DMY_28_ 5_11.wav	7.0538	3.7732	10	2	1	2	
