Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	714.199483315	715.536101647	49.858	268.202	3242.DSG_RAWD_HMS_17_40_ 0__DMY_16_10_11.wav	1.3366	7.8335	9	2	2	2	
2	Spectrogram 1	1	835.158751687	836.690496784	41.262	226.940	3807.DSG_RAWD_HMS_15_50_ 0__DMY_20_10_11.wav	1.5317	9.1203	9	2	2	2	
3	Spectrogram 1	1	881.523949837	882.919106199	53.297	261.325	4244.DSG_RAWD_HMS_16_40_ 0__DMY_23_10_11.wav	1.3952	1.2123	9	2	2	2	
4	Spectrogram 1	1	915.777129229	915.923474302	0.000	201.152	4324.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_24_10_11.wav	0.1463	2.9016	3	1	2	2	
5	Spectrogram 1	1	1439.427966750	1440.910930156	48.139	256.167	6722.DSG_RAWD_HMS_21_40_ 0__DMY_ 9_11_11.wav	1.4830	5.5295	9	2	2	2	
6	Spectrogram 1	1	1490.944202775	1493.519876059	37.823	171.924	6873.DSG_RAWD_HMS_22_50_ 0__DMY_10_11_11.wav	2.5757	2.7725	1	2	2	2	
7	Spectrogram 1	1	1663.619854376	1666.819933304	25.789	603.455	7549.DSG_RAWD_HMS_15_30_ 0__DMY_15_11_11.wav	3.2001	1.7738	17	1	2	2	
8	Spectrogram 1	1	1668.815027293	1670.102863935	44.700	299.149	7549.DSG_RAWD_HMS_15_30_ 0__DMY_15_11_11.wav	1.2878	6.9690	9	3	2	2	
9	Spectrogram 1	1	1705.829006799	1708.785177273	34.385	151.294	7706.DSG_RAWD_HMS_17_40_ 0__DMY_16_11_11.wav	2.9562	0.5644	2	2	2	2	
10	Spectrogram 1	1	1998.776117006	2000.181029707	58.454	244.133	9119.DSG_RAWD_HMS_13_10_ 0__DMY_26_11_11.wav	1.4049	0.4361	9	3	2	2	
