Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	6.418030589	7.423777746	35.919	227.487	5501.DSG_RAWD_HMS_17_10_ 0__DMY_24_ 8_11.wav	1.0057	6.4180	9	3	2	2	
2	Spectrogram 1	1	90.451931193	91.415061945	55.158	365.422	5509.DSG_RAWD_HMS_18_30_ 0__DMY_24_ 8_11.wav	0.9631	3.6147	19	3	2	2	
3	Spectrogram 1	1	152.846945144	154.023157921	37.921	274.066	5515.DSG_RAWD_HMS_19_30_ 0__DMY_24_ 8_11.wav	1.1762	0.8819	9	1	2	2	
4	Spectrogram 1	1	222.699268751	223.798771999	25.855	237.869	5521.DSG_RAWD_HMS_20_30_ 0__DMY_24_ 8_11.wav	1.0995	5.6064	9	3	2	2	
5	Spectrogram 1	1	1037.771542058	1039.143790298	60.329	246.487	5597.DSG_RAWD_HMS_ 9_10_ 0__DMY_25_ 8_11.wav	1.3722	6.3090	9	2	2	2	
6	Spectrogram 1	1	1131.299969325	1132.476182102	60.329	303.369	5606.DSG_RAWD_HMS_10_40_ 0__DMY_25_ 8_11.wav	1.1762	2.1456	9	1	2	2	
7	Spectrogram 1	1	1257.069037963	1258.142971369	48.263	293.027	5618.DSG_RAWD_HMS_12_40_ 0__DMY_25_ 8_11.wav	1.0739	8.5136	9	3	2	2	
8	Spectrogram 1	1	1276.229312900	1277.550421454	39.645	308.540	5620.DSG_RAWD_HMS_13_ 0_ 0__DMY_25_ 8_11.wav	1.3211	5.9646	9	2	2	2	
9	Spectrogram 1	1	1342.983396382	1344.406784308	53.434	280.961	5626.DSG_RAWD_HMS_14_ 0_ 0__DMY_25_ 8_11.wav	1.4234	7.3194	9	3	2	2	
10	Spectrogram 1	1	1457.226925967	1458.633267331	46.540	274.066	5637.DSG_RAWD_HMS_15_50_ 0__DMY_25_ 8_11.wav	1.4063	2.1619	9	2	2	2	
11	Spectrogram 1	1	1503.283787575	1504.340674418	40.945	238.847	5641.DSG_RAWD_HMS_16_30_ 0__DMY_25_ 8_11.wav	1.0569	4.8001	9	3	2	2	
12	Spectrogram 1	1	1526.806421992	1529.542395191	49.476	329.268	5643.DSG_RAWD_HMS_16_50_ 0__DMY_25_ 8_11.wav	2.7360	6.6135	10	1	2	2	
13	Spectrogram 1	1	1634.866218882	1636.008338535	46.063	257.614	5653.DSG_RAWD_HMS_18_30_ 0__DMY_25_ 8_11.wav	1.1421	6.1269	9	3	2	2	
14	Spectrogram 1	1	1640.815449923	1641.983139419	51.182	322.444	5654.DSG_RAWD_HMS_18_40_ 0__DMY_25_ 8_11.wav	1.1677	1.2214	9	3	2	2	
15	Spectrogram 1	1	1962.583068361	1963.784850981	47.769	305.384	5683.DSG_RAWD_HMS_23_30_ 0__DMY_25_ 8_11.wav	1.2018	6.3048	9	3	2	2	
16	Spectrogram 1	1	1971.898081229	1972.920874948	49.476	341.211	5684.DSG_RAWD_HMS_23_40_ 0__DMY_25_ 8_11.wav	1.0228	4.7652	9	1	2	2	
17	Spectrogram 1	1	2109.676567308	2111.645445218	56.300	341.211	5697.DSG_RAWD_HMS_ 1_50_ 0__DMY_26_ 8_11.wav	1.9689	1.4333	9	2	2	2	
18	Spectrogram 1	1	2165.952123315	2167.332894836	39.239	346.329	5702.DSG_RAWD_HMS_ 2_40_ 0__DMY_26_ 8_11.wav	1.3808	3.4356	9	1	2	2	
19	Spectrogram 1	1	2341.648401531	2343.472383663	71.654	264.438	5718.DSG_RAWD_HMS_ 5_20_ 0__DMY_26_ 8_11.wav	1.8240	5.4576	17	3	2	2	
20	Spectrogram 1	1	2447.978237931	2449.546521634	64.830	194.490	5728.DSG_RAWD_HMS_ 7_ 0_ 0__DMY_26_ 8_11.wav	1.5683	2.9697	1	3	2	2	
21	Spectrogram 1	1	2655.396120736	2656.776892257	46.063	361.683	5747.DSG_RAWD_HMS_10_10_ 0__DMY_26_ 8_11.wav	1.3808	4.1493	9	2	2	2	
