Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	7.413344696	8.549328276	35.919	345.506	3501.DSG_RAWD_HMS_19_50_ 0__DMY_10_ 8_11.wav	1.1360	7.4133	9	2	2	2	
2	Spectrogram 1	1	44.505111878	45.624266072	51.313	258.275	3505.DSG_RAWD_HMS_20_30_ 0__DMY_10_ 8_11.wav	1.1192	1.0865	9	3	2	2	
3	Spectrogram 1	1	149.377075736	151.935142464	49.602	295.904	3515.DSG_RAWD_HMS_22_10_ 0__DMY_10_ 8_11.wav	2.5581	8.2667	10	2	1	2	
4	Spectrogram 1	1	181.706187810	183.027294640	29.077	338.665	3518.DSG_RAWD_HMS_22_40_ 0__DMY_10_ 8_11.wav	1.3211	8.0319	9	1	2	2	
5	Spectrogram 1	1	220.792317214	222.189156283	49.602	333.533	3522.DSG_RAWD_HMS_23_20_ 0__DMY_10_ 8_11.wav	1.3968	3.6994	9	1	2	2	
6	Spectrogram 1	1	252.978402344	254.392070799	35.919	357.479	3525.DSG_RAWD_HMS_23_50_ 0__DMY_10_ 8_11.wav	1.4137	3.3216	9	2	2	2	
7	Spectrogram 1	1	302.177690252	303.919531741	41.050	280.510	3529.DSG_RAWD_HMS_ 0_30_ 0__DMY_11_ 8_11.wav	1.7418	9.1023	17	2	1	2	
8	Spectrogram 1	1	445.496300910	452.371105242	49.602	266.827	3545.DSG_RAWD_HMS_ 3_10_ 0__DMY_11_ 8_11.wav	6.8748	0.1845	10	2	2	2	
9	Spectrogram 1	1	525.671426268	527.287047360	49.602	282.221	3552.DSG_RAWD_HMS_ 4_20_ 0__DMY_11_ 8_11.wav	1.6156	4.3772	19	3	2	2	
10	Spectrogram 1	1	675.427145194	676.436908377	44.471	360.900	3566.DSG_RAWD_HMS_ 6_40_ 0__DMY_11_ 8_11.wav	1.0098	2.1678	9	3	2	2	
11	Spectrogram 1	1	804.937383453	806.443613533	42.761	318.140	3578.DSG_RAWD_HMS_ 8_40_ 0__DMY_11_ 8_11.wav	1.5062	1.4224	9	2	2	2	
12	Spectrogram 1	1	807.604841193	813.124879922	37.629	350.638	3578.DSG_RAWD_HMS_ 8_40_ 0__DMY_11_ 8_11.wav	5.5200	4.0898	10	2	2	2	
13	Spectrogram 1	1	923.744094372	924.922151418	42.761	372.873	3589.DSG_RAWD_HMS_10_30_ 0__DMY_11_ 8_11.wav	1.1781	0.8279	9	1	2	2	
14	Spectrogram 1	1	1186.247857926	1187.796161472	44.471	294.194	3613.DSG_RAWD_HMS_14_30_ 0__DMY_11_ 8_11.wav	1.5483	2.5489	9	3	2	2	
15	Spectrogram 1	1	1427.966966406	1428.985144281	47.892	299.325	3635.DSG_RAWD_HMS_18_10_ 0__DMY_11_ 8_11.wav	1.0182	5.4658	9	3	2	2	
16	Spectrogram 1	1	1431.029900225	1432.140639726	44.471	251.433	3635.DSG_RAWD_HMS_18_10_ 0__DMY_11_ 8_11.wav	1.1107	8.5288	9	3	2	2	
17	Spectrogram 1	1	1510.826208534	1512.542805944	39.340	348.927	3644.DSG_RAWD_HMS_19_40_ 0__DMY_11_ 8_11.wav	1.7166	1.4879	9	1	2	2	
18	Spectrogram 1	1	1673.565906748	1674.870184191	37.629	319.850	3659.DSG_RAWD_HMS_22_10_ 0__DMY_11_ 8_11.wav	1.3043	1.4080	9	1	2	2	
19	Spectrogram 1	1	1717.608280318	1718.979875307	44.471	314.719	3663.DSG_RAWD_HMS_22_50_ 0__DMY_11_ 8_11.wav	1.3716	2.0317	9	1	2	2	
20	Spectrogram 1	1	1777.991943105	1778.951218128	54.734	295.904	3668.DSG_RAWD_HMS_23_40_ 0__DMY_11_ 8_11.wav	0.9593	7.8708	17	2	2	2	
21	Spectrogram 1	1	1779.026950366	1779.683296435	44.471	273.668	3668.DSG_RAWD_HMS_23_40_ 0__DMY_11_ 8_11.wav	0.6563	8.9059	17	2	2	2	
22	Spectrogram 1	1	1855.137622455	1856.584949683	32.498	321.560	3675.DSG_RAWD_HMS_ 0_50_ 0__DMY_12_ 8_11.wav	1.4473	9.0340	9	1	2	2	
23	Spectrogram 1	1	1938.501742942	1940.058461181	44.471	283.931	3683.DSG_RAWD_HMS_ 2_10_ 0__DMY_12_ 8_11.wav	1.5567	5.5610	17	3	2	2	
24	Spectrogram 1	1	2334.840114757	2336.051830576	47.892	295.904	3722.DSG_RAWD_HMS_ 8_40_ 0__DMY_12_ 8_11.wav	1.2117	0.2775	9	2	2	2	
25	Spectrogram 1	1	2376.888188943	2378.234539852	37.629	297.614	3725.DSG_RAWD_HMS_ 9_10_ 0__DMY_12_ 8_11.wav	1.3464	9.4903	17	3	1	2	
26	Spectrogram 1	1	2425.146285794	2426.534710170	41.050	355.769	3730.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_ 8_11.wav	1.3884	3.4752	9	1	2	2	
27	Spectrogram 1	1	2545.594404390	2546.604167572	37.629	270.248	3741.DSG_RAWD_HMS_11_50_ 0__DMY_12_ 8_11.wav	1.0098	4.5222	9	3	2	2	
28	Spectrogram 1	1	2550.609561528	2551.796033267	42.761	282.221	3741.DSG_RAWD_HMS_11_50_ 0__DMY_12_ 8_11.wav	1.1865	9.5374	9	3	2	2	
29	Spectrogram 1	1	2554.749561454	2556.297865000	39.340	328.402	3742.DSG_RAWD_HMS_12_ 0_ 0__DMY_12_ 8_11.wav	1.5483	2.8227	9	1	2	2	
30	Spectrogram 1	1	2558.048105655	2559.108356997	46.182	367.742	3742.DSG_RAWD_HMS_12_ 0_ 0__DMY_12_ 8_11.wav	1.0603	6.1212	9	2	2	2	
31	Spectrogram 1	1	2561.413982929	2562.221793475	30.788	266.827	3742.DSG_RAWD_HMS_12_ 0_ 0__DMY_12_ 8_11.wav	0.8078	9.4871	9	3	2	2	
32	Spectrogram 1	1	2582.097210810	2583.872711072	42.761	333.533	3744.DSG_RAWD_HMS_12_20_ 0__DMY_12_ 8_11.wav	1.7755	8.4610	9	2	2	2	
