Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	112.557574049	119.261500769	67.051	275.079	0423.DSG_RAWD_HMS_14_20_ 0__DMY_ 5_12_11.wav	6.7039	4.0111	10	3	2	2	
2	Spectrogram 1	1	188.496331392	195.042518660	61.893	263.044	0711.DSG_RAWD_HMS_14_20_ 0__DMY_ 7_12_11.wav	6.5462	3.9674	10	3	2	2	
3	Spectrogram 1	1	422.207844630	423.489477680	55.016	245.852	1711.DSG_RAWD_HMS_13_ 0_ 0__DMY_14_12_11.wav	1.2816	8.9173	9	2	2	2	
4	Spectrogram 1	1	509.404672627	510.745457971	60.174	264.764	1908.DSG_RAWD_HMS_21_50_ 0__DMY_15_12_11.wav	1.3408	9.0056	9	2	2	2	
5	Spectrogram 1	1	554.728234567	558.080197927	44.700	139.259	2432.DSG_RAWD_HMS_13_10_ 0__DMY_19_12_11.wav	3.3520	0.0559	1	2	1	2	
6	Spectrogram 1	1	704.013079417	705.284853751	61.893	242.413	3008.DSG_RAWD_HMS_13_10_ 0__DMY_23_12_11.wav	1.2718	8.2304	9	3	2	2	
7	Spectrogram 1	1	742.667519870	743.909718057	48.139	300.868	3180.DSG_RAWD_HMS_17_50_ 0__DMY_24_12_11.wav	1.2422	3.4663	9	3	2	2	
8	Spectrogram 1	1	824.358612137	825.709256196	55.016	271.641	3600.DSG_RAWD_HMS_15_50_ 0__DMY_27_12_11.wav	1.3506	8.9035	9	3	2	2	
9	Spectrogram 1	1	884.307164594	888.743586688	13.754	405.742	3889.DSG_RAWD_HMS_16_ 0_ 0__DMY_29_12_11.wav	4.4364	3.7241	17	1	2	2	
10	Spectrogram 1	1	962.907471485	964.198963250	36.104	278.518	4171.DSG_RAWD_HMS_15_ 0_ 0__DMY_31_12_11.wav	1.2915	6.0706	9	3	2	2	
11	Spectrogram 1	1	1127.162074380	1127.369107411	0.000	247.571	4979.DSG_RAWD_HMS_ 5_40_ 0__DMY_ 6_ 1_12.wav	0.2070	7.5055	3	2	2	2	
12	Spectrogram 1	1	1353.987426380	1355.909875954	75.647	302.587	5916.DSG_RAWD_HMS_17_50_ 0__DMY_12_ 1_12.wav	1.9224	6.3833	9	2	2	2	
13	Spectrogram 1	1	1660.857530893	1662.227892384	46.420	283.675	7624.DSG_RAWD_HMS_14_30_ 0__DMY_24_ 1_12.wav	1.3704	8.7807	9	3	2	2	
14	Spectrogram 1	1	1656.416544949	1658.329135807	46.420	326.656	7624.DSG_RAWD_HMS_14_30_ 0__DMY_24_ 1_12.wav	1.9126	4.3397	17	3	2	2	
15	Spectrogram 1	1	1777.733017408	1779.123096331	55.016	307.745	8295.DSG_RAWD_HMS_ 6_20_ 0__DMY_29_ 1_12.wav	1.3901	6.2551	9	2	2	2	
16	Spectrogram 1	1	1810.083199043	1811.808474302	53.297	271.641	8342.DSG_RAWD_HMS_14_10_ 0__DMY_29_ 1_12.wav	1.7253	6.0413	9	2	2	2	
17	Spectrogram 1	1	2191.822254699	2193.143322611	55.016	249.290	9968.DSG_RAWD_HMS_21_10_ 0__DMY_ 9_ 2_12.wav	1.3211	7.5965	9	3	2	2	
