Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	99.010866580	100.179557674	58.454	233.817	0267.DSG_RAWD_HMS_15_20_ 0__DMY_18_ 7_11.wav	1.1687	1.3191	9	3	2	2	
2	Spectrogram 1	1	355.562878176	355.729834046	0.000	213.186	1599.DSG_RAWD_HMS_21_20_ 0__DMY_27_ 7_11.wav	0.1670	7.6715	3	1	2	2	
3	Spectrogram 1	1	580.492808277	581.592752836	46.420	220.063	2852.DSG_RAWD_HMS_14_10_ 0__DMY_ 5_ 8_11.wav	1.0999	4.1112	9	2	2	2	
4	Spectrogram 1	1	836.877855811	837.044811681	0.000	221.783	4252.DSG_RAWD_HMS_ 7_30_ 0__DMY_15_ 8_11.wav	0.1670	10.5680	3	2	2	2	
5	Spectrogram 1	1	1001.087242968	1002.324680598	53.297	271.641	4886.DSG_RAWD_HMS_17_10_ 0__DMY_19_ 8_11.wav	1.2374	0.8318	9	3	2	2	
6	Spectrogram 1	1	1079.612361630	1080.692664322	36.104	237.256	5162.DSG_RAWD_HMS_15_10_ 0__DMY_21_ 8_11.wav	1.0803	3.1030	9	3	2	2	
7	Spectrogram 1	1	1221.637036699	1222.864653394	53.297	335.253	5907.DSG_RAWD_HMS_19_20_ 0__DMY_26_ 8_11.wav	1.2276	4.0173	9	2	2	2	
8	Spectrogram 1	1	1398.338185250	1399.516697278	63.612	244.133	6442.DSG_RAWD_HMS_12_30_ 0__DMY_30_ 8_11.wav	1.1785	6.7728	9	2	2	2	
9	Spectrogram 1	1	1689.738426479	1692.429362276	48.139	295.710	7572.DSG_RAWD_HMS_ 8_50_ 0__DMY_ 7_ 9_11.wav	2.6909	3.7408	17	2	2	2	
10	Spectrogram 1	1	1925.652592515	1936.426156638	61.893	192.555	8562.DSG_RAWD_HMS_ 5_50_ 0__DMY_14_ 9_11.wav	10.7736	0.0387	6	2	1	1	
11	Spectrogram 1	1	1930.788940770	1930.906791973	1.719	221.783	8562.DSG_RAWD_HMS_ 5_50_ 0__DMY_14_ 9_11.wav	0.1179	5.1750	3	1	2	1	
