Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	121.430454370	123.681210512	67.530	350.828	0655.DSG_RAWD_HMS_22_30_ 0__DMY_ 7_12_11.wav	2.2508	2.0293	19	3	2	1	
3	Spectrogram 1	1	122.892484001	124.316039168	46.118	283.298	0655.DSG_RAWD_HMS_22_30_ 0__DMY_ 7_12_11.wav	1.4236	3.4914	9	3	2	1	
4	Spectrogram 1	1	165.837762610	167.367122552	46.118	228.944	1290.DSG_RAWD_HMS_ 8_20_ 0__DMY_12_12_11.wav	1.5294	3.0181	9	3	2	2	
5	Spectrogram 1	1	175.523268457	181.986978403	52.707	304.710	1300.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_12_11.wav	6.4637	1.5776	10	2	2	2	
6	Spectrogram 1	1	467.739890969	473.078222845	47.765	334.357	3061.DSG_RAWD_HMS_15_30_ 0__DMY_24_12_11.wav	5.3383	0.1761	10	2	2	1	
7	Spectrogram 1	1	472.703096821	475.319360371	46.118	344.239	3061.DSG_RAWD_HMS_15_30_ 0__DMY_24_12_11.wav	2.6163	5.1393	17	3	2	1	
8	Spectrogram 1	1	522.107039795	523.444027418	54.354	278.356	3215.DSG_RAWD_HMS_17_10_ 0__DMY_25_12_11.wav	1.3370	0.2700	9	3	2	2	
9	Spectrogram 1	1	544.560806008	545.820844703	51.059	230.591	3371.DSG_RAWD_HMS_19_10_ 0__DMY_26_12_11.wav	1.2600	1.0145	9	3	2	2	
10	Spectrogram 1	1	587.150275792	590.940010493	62.589	163.061	3619.DSG_RAWD_HMS_12_30_ 0__DMY_28_12_11.wav	3.7897	0.1854	2	3	2	2	
11	Spectrogram 1	1	595.051652590	596.407877444	52.707	334.357	3619.DSG_RAWD_HMS_12_30_ 0__DMY_28_12_11.wav	1.3562	8.0868	9	1	2	2	
