Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	79.072436775	85.426193219	22.350	376.515	0287.DSG_RAWD_HMS_11_30_ 0__DMY_ 8_ 6_11.wav	6.3538	3.0899	10	1	2	2	
2	Spectrogram 1	1	570.795957384	572.289236549	22.350	281.956	1568.DSG_RAWD_HMS_ 9_ 0_ 0__DMY_17_ 6_11.wav	1.4933	6.0831	9	2	2	2	
3	Spectrogram 1	1	609.805022234	611.083581519	49.858	318.060	1722.DSG_RAWD_HMS_10_40_ 0__DMY_18_ 6_11.wav	1.2786	1.6736	9	2	2	2	
4	Spectrogram 1	1	1172.861547636	1175.613866095	41.262	144.417	3055.DSG_RAWD_HMS_16_50_ 0__DMY_27_ 6_11.wav	2.7523	0.0172	1	3	1	2	
5	Spectrogram 1	1	1289.098402152	1293.031679951	30.946	275.079	3207.DSG_RAWD_HMS_18_10_ 0__DMY_28_ 6_11.wav	3.9333	6.8935	10	1	1	2	
6	Spectrogram 1	1	1425.059563854	1429.734601238	44.700	323.218	3670.DSG_RAWD_HMS_23_20_ 0__DMY_ 1_ 7_11.wav	4.6750	1.7443	17	3	2	2	
7	Spectrogram 1	1	1486.384226520	1486.628226384	0.000	307.745	3786.DSG_RAWD_HMS_18_40_ 0__DMY_ 2_ 7_11.wav	0.2440	8.5244	3	1	2	2	
8	Spectrogram 1	1	1601.615931842	1603.216570946	68.770	242.413	4084.DSG_RAWD_HMS_20_20_ 0__DMY_ 4_ 7_11.wav	1.6006	3.8123	9	3	2	2	
9	Spectrogram 1	1	1810.544966483	1811.882085734	55.016	355.884	4631.DSG_RAWD_HMS_15_30_ 0__DMY_ 8_ 7_11.wav	1.3371	6.5031	9	1	2	2	
10	Spectrogram 1	1	1858.528025422	1859.796824712	46.420	278.518	4821.DSG_RAWD_HMS_23_10_ 0__DMY_ 9_ 7_11.wav	1.2688	0.2129	9	2	2	2	
11	Spectrogram 1	1	1876.793005980	1878.178925205	25.789	214.906	4827.DSG_RAWD_HMS_ 0_10_ 0__DMY_10_ 7_11.wav	1.3859	7.6233	9	3	2	2	
12	Spectrogram 1	1	1992.664068146	1997.983265169	63.612	304.306	5048.DSG_RAWD_HMS_13_ 0_ 0__DMY_11_ 7_11.wav	5.3192	4.0932	10	2	2	2	
