Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	442.034484251	443.242704578	44.471	372.873	2791.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_14_10_11.wav	1.2082	7.5774	19	3	2	2	
2	Spectrogram 1	1	492.417107218	494.099985529	51.313	338.665	2796.DSG_RAWD_HMS_ 8_50_ 0__DMY_14_10_11.wav	1.6829	3.6868	17	3	2	2	
3	Spectrogram 1	1	572.193840325	573.410690796	46.182	362.611	2803.DSG_RAWD_HMS_10_ 0_ 0__DMY_14_10_11.wav	1.2169	7.2096	19	3	2	2	
4	Spectrogram 1	1	579.943669186	582.265178242	34.209	331.823	2804.DSG_RAWD_HMS_10_10_ 0__DMY_14_10_11.wav	2.3215	4.1048	17	3	2	2	
5	Spectrogram 1	1	639.323165284	640.557276045	47.892	302.746	2809.DSG_RAWD_HMS_11_ 0_ 0__DMY_14_10_11.wav	1.2341	9.2111	17	3	2	2	
6	Spectrogram 1	1	766.591537389	767.903319458	44.471	400.240	2821.DSG_RAWD_HMS_13_ 0_ 0__DMY_14_10_11.wav	1.3118	6.2237	9	1	2	2	
7	Spectrogram 1	1	1079.882082745	1081.176604523	41.050	348.927	2850.DSG_RAWD_HMS_17_50_ 0__DMY_14_10_11.wav	1.2945	4.4582	9	1	2	2	
8	Spectrogram 1	1	1800.902377968	1802.214160037	44.471	268.537	2916.DSG_RAWD_HMS_ 4_50_ 0__DMY_15_10_11.wav	1.3118	8.5292	9	2	2	2	
9	Spectrogram 1	1	2122.486454801	2124.367826452	37.629	289.062	2946.DSG_RAWD_HMS_ 9_50_ 0__DMY_15_10_11.wav	1.8814	2.5745	17	3	2	2	
10	Spectrogram 1	1	2155.651951870	2160.674696369	29.077	366.032	2949.DSG_RAWD_HMS_10_20_ 0__DMY_15_10_11.wav	5.0227	3.1760	10	1	2	2	
11	Spectrogram 1	1	2161.365091502	2162.711394151	54.734	292.483	2949.DSG_RAWD_HMS_10_20_ 0__DMY_15_10_11.wav	1.3463	8.8892	17	3	2	2	
12	Spectrogram 1	1	2203.428233528	2205.292344888	46.182	277.089	2953.DSG_RAWD_HMS_11_ 0_ 0__DMY_15_10_11.wav	1.8641	7.5337	17	3	2	2	
13	Spectrogram 1	1	2567.687914927	2568.887505108	53.023	340.375	2987.DSG_RAWD_HMS_16_40_ 0__DMY_15_10_11.wav	1.1996	2.1927	9	2	2	2	
14	Spectrogram 1	1	2583.705386226	2585.025798440	51.313	324.981	2988.DSG_RAWD_HMS_16_50_ 0__DMY_15_10_11.wav	1.3204	7.3556	9	3	2	2	
15	Spectrogram 1	1	2692.470667619	2693.627107074	41.050	367.742	2998.DSG_RAWD_HMS_18_30_ 0__DMY_15_10_11.wav	1.1564	7.5744	9	1	2	2	
