Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	114.364948390	115.896310789	49.858	326.656	0451.DSG_RAWD_HMS_10_30_ 0__DMY_24_ 4_12.wav	1.5314	5.8185	9	2	2	2	
2	Spectrogram 1	1	126.474054665	127.966401463	67.051	316.341	0484.DSG_RAWD_HMS_16_ 0_ 0__DMY_24_ 4_12.wav	1.4923	7.0729	9	3	2	2	
3	Spectrogram 1	1	153.871600307	155.471240011	49.858	352.445	0615.DSG_RAWD_HMS_13_50_ 0__DMY_25_ 4_12.wav	1.5996	1.9066	9	2	2	2	
4	Spectrogram 1	1	207.881734051	214.143738259	37.823	256.167	0790.DSG_RAWD_HMS_19_ 0_ 0__DMY_26_ 4_12.wav	6.2620	1.6435	10	3	2	2	
5	Spectrogram 1	1	634.091028774	639.046010297	46.420	235.536	2174.DSG_RAWD_HMS_ 9_40_ 0__DMY_ 6_ 5_12.wav	4.9550	4.2503	10	3	2	2	
6	Spectrogram 1	1	651.632635458	658.811506325	27.508	345.568	2202.DSG_RAWD_HMS_14_20_ 0__DMY_ 6_ 5_12.wav	7.1789	0.0826	10	1	1	2	
7	Spectrogram 1	1	787.977028472	789.830269593	53.297	228.660	2721.DSG_RAWD_HMS_ 4_50_ 0__DMY_10_ 5_12.wav	1.8532	5.8999	9	3	2	2	
8	Spectrogram 1	1	936.669461849	938.210578149	49.858	312.902	3378.DSG_RAWD_HMS_18_20_ 0__DMY_14_ 5_12.wav	1.5411	2.6273	9	2	2	2	
9	Spectrogram 1	1	988.704491598	989.933483078	44.700	264.764	3551.DSG_RAWD_HMS_23_10_ 0__DMY_15_ 5_12.wav	1.2290	0.3892	9	3	2	2	
10	Spectrogram 1	1	994.610246971	999.145810767	48.139	311.183	3551.DSG_RAWD_HMS_23_10_ 0__DMY_15_ 5_12.wav	4.5356	6.2949	10	3	1	2	
11	Spectrogram 1	1	1663.413995195	1665.959763261	48.139	331.814	6004.DSG_RAWD_HMS_ 0_ 0_ 0__DMY_ 2_ 6_12.wav	2.5458	1.8393	17	3	2	2	
12	Spectrogram 1	1	1950.854861552	1952.717856573	70.489	273.360	7151.DSG_RAWD_HMS_23_10_ 0__DMY_ 9_ 6_12.wav	1.8630	7.0594	9	3	2	2	
13	Spectrogram 1	1	2033.740374713	2034.979120093	53.297	271.641	7392.DSG_RAWD_HMS_15_20_ 0__DMY_11_ 6_12.wav	1.2387	3.1078	9	3	2	2	
