Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	58.665938658	65.091283411	46.182	323.271	6506.DSG_RAWD_HMS_18_ 0_ 0__DMY_ 4_ 3_11.wav	6.4253	4.3927	10	3	1	2	
2	Spectrogram 1	1	104.049526671	105.530996146	46.182	319.850	6510.DSG_RAWD_HMS_18_40_ 0__DMY_ 4_ 3_11.wav	1.4815	6.3578	9	2	2	2	
3	Spectrogram 1	1	169.826504830	171.079404729	58.155	290.773	6516.DSG_RAWD_HMS_19_40_ 0__DMY_ 4_ 3_11.wav	1.2529	7.0068	9	2	2	2	
4	Spectrogram 1	1	806.314429619	808.100658529	42.761	270.248	6577.DSG_RAWD_HMS_ 5_50_ 0__DMY_ 5_ 3_11.wav	1.7862	1.1712	9	2	2	2	
5	Spectrogram 1	1	981.897690996	983.489212489	58.155	318.140	6593.DSG_RAWD_HMS_ 8_30_ 0__DMY_ 5_ 3_11.wav	1.5915	1.9947	19	3	2	2	
6	Spectrogram 1	1	1244.269323579	1246.097880188	54.734	389.978	6618.DSG_RAWD_HMS_12_40_ 0__DMY_ 5_ 3_11.wav	1.8286	3.8548	19	3	2	2	
7	Spectrogram 1	1	1595.114058682	1596.705580175	49.602	388.267	6651.DSG_RAWD_HMS_18_10_ 0__DMY_ 5_ 3_11.wav	1.5915	7.3510	9	2	2	2	
8	Spectrogram 1	1	1681.682415593	1683.146953989	53.023	347.217	6659.DSG_RAWD_HMS_19_30_ 0__DMY_ 5_ 3_11.wav	1.4645	7.0822	19	3	2	2	
9	Spectrogram 1	1	2571.795188892	2572.946502313	58.155	331.823	6742.DSG_RAWD_HMS_ 9_20_ 0__DMY_ 6_ 3_11.wav	1.1513	3.8578	19	3	2	2	
10	Spectrogram 1	1	2584.087103835	2585.323072654	59.865	306.167	6743.DSG_RAWD_HMS_ 9_30_ 0__DMY_ 6_ 3_11.wav	1.2360	5.2950	19	3	2	2	
11	Spectrogram 1	1	2618.220035663	2620.852818559	58.155	359.190	6746.DSG_RAWD_HMS_10_ 0_ 0__DMY_ 6_ 3_11.wav	2.6328	6.8640	17	3	2	2	
12	Spectrogram 1	1	1822.481506441	1823.827527279	49.602	294.194	6673.DSG_RAWD_HMS_21_50_ 0__DMY_ 5_ 3_11.wav	1.3460	6.4995	19	3	2	2	
