Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	15.807547712	19.325492849	15.000	173.571	SanctSound_FK3_01_671354921_20181231T215058Z.flac	3.5179	15.8075	2	3	2	2	
2	Spectrogram 1	1	140.680676093	142.230799676	10.714	327.857	SanctSound_FK3_01_671354921_20181231T215058Z.flac	1.5501	140.6807	9	3	2	2	
3	Spectrogram 1	1	166.197379788	167.534013297	21.429	330.000	SanctSound_FK3_01_671354921_20181231T215058Z.flac	1.3366	166.1974	9	3	2	2	
4	Spectrogram 1	1	207.482654722	208.828570408	19.286	319.286	SanctSound_FK3_01_671354921_20181231T215058Z.flac	1.3459	207.4827	9	3	2	2	
5	Spectrogram 1	1	233.082894442	234.428810128	23.571	334.286	SanctSound_FK3_01_671354921_20181231T215058Z.flac	1.3459	233.0829	9	3	2	2	
6	Spectrogram 1	1	288.116914637	295.988200855	19.286	319.286	SanctSound_FK3_01_671354921_20181231T215058Z.flac	7.8713	288.1169	10	3	2	2	
7	Spectrogram 1	1	406.091377628	410.565387011	25.714	147.857	SanctSound_FK3_01_671354921_20181231T215058Z.flac	4.4740	406.0914	2	3	2	2	
8	Spectrogram 1	1	411.586426497	415.642737909	45.000	173.571	SanctSound_FK3_01_671354921_20181231T215058Z.flac	4.0563	411.5864	1	3	2	2	
9	Spectrogram 1	1	449.522676405	453.235547262	40.714	147.857	SanctSound_FK3_01_671354921_20181231T215058Z.flac	3.7129	449.5227	1	3	2	2	
10	Spectrogram 1	1	683.272262414	690.363845752	21.429	158.571	SanctSound_FK3_01_671354921_20181231T215058Z.flac	7.0916	683.2723	2	3	2	2	
11	Spectrogram 1	1	717.718410093	718.980786184	15.000	312.857	SanctSound_FK3_01_671354921_20181231T215058Z.flac	1.2624	717.7184	9	3	2	2	
12	Spectrogram 1	1	864.894778371	866.205914117	17.143	310.714	SanctSound_FK3_01_671354921_20181231T215058Z.flac	1.3111	864.8948	9	3	2	2	
14	Spectrogram 1	1	894.815766565	895.957474354	19.286	225.000	SanctSound_FK3_01_671354921_20181231T215058Z.flac	1.1417	894.8158	9	3	2	2	
